NAME,IATA
Tsletsi Airport,QDJ
Dabo Airport,DAO
Bou Chekif Airport,TID
Tindouf Airport,TIN
Ech Cheliff Airport,CFK
Tafaraoui Airport,TAF
Zenata ?›???? Messali El Hadj Airport,TLM
Es Senia Airport,ORN
B?Ÿ??char Boudghene Ben Ali Lotfi Airport,CBH
Sidi Bel Abbes Airport,BFW
Ghriss Airport,MUW
El Bayadh Airport,EBH
In Guezzam Airport,INF
Bordj Badji Mokhtar Airport,BMW
Touat Cheikh Sidi Mohamed Belkebir Airport,AZR
Biskra Airport,BSK
El Golea Airport,ELG
Noum?Ÿ??rat - Moufdi Zakaria Airport,GHA
Oued Irara Airport,HME
In Salah Airport,INZ
Touggourt Sidi Madhi Airport,TGR
Laghouat Airport,LOO
Guemar Airport,ELU
Timimoun Airport,TMX
Ain el Beida Airport,OGX
In Am?Ÿ??nas Airport,IAM
Cadjehoun Airport,COO
Djougou Airport,DJA
Kandi Airport,KDC
Natitingou Airport,NAE
Parakou Airport,PKO
Sav?Ÿ?? Airport,SVF
Baicheng Chang'an Airport,DBC
Debepare Airport,DBP
Dahl Creek Airport,DCK
Dodoima Airport,DDM
Derim Airport,DER
Nop Goliat Airport,DEX
Kaya Airport,XKY
Ouahigouya Airport,OUG
Djibo Airport,XDJ
Leo Airport,XLU
Po Airport,PUP
Boulsa Airport,XBO
Bogande Airport,XBG
Diapaga Airport,DIP
Dori Airport,DOR
Fada N'gourma Airport,FNG
Gorom-Gorom Airport,XGG
Kantchari Airport,XKA
Tambao Airport,TMQ
Pama Airport,XPA
Arly Airport,ARL
Sebba Airport,XSE
Tenkodogo Airport,TEG
Zabr?Ÿ?? Airport,XZA
Ouagadougou Airport,OUA
Banfora Airport,BNR
Dedougou Airport,DGU
Gaoua Airport,XGA
Nouna Airport,XNU
Bobo Dioulasso Airport,BOY
Tougan Airport,TUQ
Diebougou Airport,XDE
Aribinda Airport,XAR
Kotoka International Airport,ACC
Tamale Airport,TML
Kumasi Airport,KMS
Sunyani Airport,NYI
Takoradi Airport,TKD
Dalnegorsk Airport,DHG
Aboisso Airport,ABO
Port Bouet Airport,ABJ
Abengourou Airport,OGO
Boundiali Airport,BXI
Bouak?Ÿ?? Airport,BYK
Bouna Airport,BQO
Soko Airport,BDK
Dimbokro Airport,DIM
Daloa Airport,DJO
Ferkessedougou Airport,FEK
Gagnoa Airport,GGN
Guiglo Airport,GGO
Nero-Mer Airport,BBV
Korhogo Airport,HGO
Man Airport,MJC
Odienne Airport,KEO
Ouango Fitini Airport,OFI
Seguela Airport,SEO
San Pedro Airport,SPY
Sassandra Airport,ZSS
Tabou Airport,TXU
Mahana Airport,TOZ
Yamoussoukro Airport,ASK
Dalnerechensk Airport,DLR
Katsina Airport,DKA
Nnamdi Azikiwe International Airport,ABV
Akwa Ibom International Airport,QUO
Akure Airport,AKR
Asaba International Airport,ABB
Sir Abubakar Tafawa Balewa International Airport,BCU
Benin Airport,BNI
Margaret Ekpo International Airport,CBQ
Akanu Ibiam International Airport,ENU
Ibadan Airport,IBA
Ilorin International Airport,ILR
Sam Mbakwe International Airport,QOW
Yakubu Gowon Airport,JOS
Kaduna Airport,KAD
Mallam Aminu International Airport,KAN
Maiduguri International Airport,MIU
Makurdi Airport,MDI
Murtala Muhammed International Airport,LOS
Minna Airport,MXJ
Port Harcourt International Airport,PHC
Sadiq Abubakar III International Airport,SKO
Yola Airport,YOL
Zaria Airport,ZAR
Dorobisoro Airport,DOO
Deputatskiy Airport,DPT
Saertu Airport,DQA
Maradi Airport,MFQ
Diori Hamani International Airport,NIM
Tahoua Airport,THZ
Mano Dayak International Airport,AJY
Arlit Airport,RLT
Zinder Airport,ZND
Dilasag Airport,DSG
Tabarka 7 Novembre Airport,TBJ
Monastir Habib Bourguiba International Airport,MIR
Tunis Carthage International Airport,TUN
Gafsa Ksar International Airport,GAF
Gab?Ÿ??s Matmata International Airport,GAE
Djerba Zarzis International Airport,DJE
El Borma Airport,EBM
Sfax Thyna International Airport,SFA
Tozeur Nefta International Airport,TOE
Andavadoaka Airport,DVD
Dywer Airbase,DWR
Niamtougou International Airport,LRL
Lom?Ÿ??-Tokoin Airport,LFW
Elenak Airport,EAL
Antwerp International Airport (Deurne),ANR
Brussels Airport,BRU
Brussels South Charleroi Airport,CRL
Wevelgem Airport,KJK
Li?Ÿ??ge Airport,LGG
Ebon Airport,EBO
Ostend-Bruges International Airport,OST
Zoersel (Oostmalle) Airfield,OBL
M?Ÿ??ndez Airport,MZD
Altenburg-Nobitz Airport,AOC
Heringsdorf Airport,HDF
Riesa-G?Ÿ??hlis Airport,IES
Rechlin-L?Ÿ??rz Airport,REB
Cochstedt Airport,CSO
Barth Airport,BBH
"Magdeburg ""City"" Airport",ZMG
Neubrandenburg Airport,FNB
Flugplatz G?Ÿ?¬ttin / R?Ÿ?¬gen,GTI
K?Ÿ??then Airport,KOQ
Peenem?Ÿ?¬nde Airport,PEF
Berlin-Sch?Ÿ??nefeld Airport,SXF
Dresden Airport,DRS
Erfurt Airport,ERF
Frankfurt am Main Airport,FRA
M?Ÿ?¬nster Osnabr?Ÿ?¬ck Airport,FMO
Hamburg Airport,HAM
Cologne Bonn Airport,CGN
D?Ÿ?¬sseldorf Airport,DUS
Munich Airport,MUC
Nuremberg Airport,NUE
Leipzig/Halle Airport,LEJ
Saarbr?Ÿ?¬cken Airport,SCN
Stuttgart Airport,STR
Berlin-Tegel Airport,TXL
Hannover Airport,HAJ
Bremen Airport,BRE
Frankfurt-Hahn Airport,HHN
Mannheim-City Airport,MHG
Eisenach-Kindel Airport,EIB
Siegerland Airport,SGE
Hamburg-Finkenwerder Airport,XFW
Kiel-Holtenau Airport,KEL
L?Ÿ?¬beck Blankensee Airport,LBC
Neum?Ÿ?¬nster Airport,EUM
Memmingen Allgau Airport,FMM
Aachen-Merzbr?Ÿ?¬ck Airport,AAH
Bonn-Hangelar Airport,BNJ
Essen Mulheim Airport,ESS
Bielefeld Airport,BFE
M?Ÿ??nchengladbach Airport,MGL
Paderborn Lippstadt Airport,PAD
Weeze Airport,NRN
Dortmund Airport,DTM
Augsburg Airport,AGB
Oberpfaffenhofen Airport,OBF
Straubing Airport,RBM
Friedrichshafen Airport,FDH
Schwerin Parchim Airport,SZW
Bayreuth Airport,BYU
Burg Feuerstein Airport,URD
Giebelstadt Airport,GHF
Hof-Plauen Airport,HOQ
Bitburg Airport,BBJ
Zweibr?Ÿ?¬cken Airport,ZQW
Karlsruhe Baden-Baden Airport,FKB
Donaueschingen-Villingen Airport,ZQL
Lahr Airport,LHA
Braunschweig-Wolfsburg Airport,BWE
Kassel-Calden Airport,KSF
Emden Airport,EME
Wangerooge Airport,AGE
Wilhelmshaven-Mariensiel Airport,WVN
Juist Airport,JUI
Langeoog Airport,LGO
Borkum Airport,BMK
Norden-Norddeich Airport,NOD
Varrelbusch Airport,VAC
Norderney Airport,NRD
Baltrum Airport,BMR
Heide-B?Ÿ?¬sum Airport,HEI
Flensburg-Sch?Ÿ??ferhaus Airport,FLF
Helgoland-D?Ÿ?¬ne Airport,HGL
Husum-Schwesing Airport,QHU
St. Peter-Ording Airport,PSH
Westerland Sylt Airport,GWT
Wyk auf F?Ÿ??hr Airport,OHR
K?Ÿ??rdla Airport,KDL
Kuressaare Airport,URE
P?Ÿ??rnu Airport,EPU
Lennart Meri Tallinn Airport,TLL
Tartu Airport,TAY
Enontekio Airport,ENF
Efogi Airport,EFG
Halli Airport,KEV
Helsinki Malmi Airport,HEM
Helsinki Vantaa Airport,HEL
Hyvink?Ÿ???Ÿ?? Airfield,HYV
Kitee Airport,KTQ
Ivalo Airport,IVL
Joensuu Airport,JOE
Jyvaskyla Airport,JYV
Kauhava Airport,KAU
Kemi-Tornio Airport,KEM
Kajaani Airport,KAJ
Kauhajoki Airport,KHJ
Kokkola-Pietarsaari Airport,KOK
Kuusamo Airport,KAO
Kittil?Ÿ?? Airport,KTT
Kuopio Airport,KUO
Lahti Vesivehmaa Airport,QLF
Lappeenranta Airport,LPP
Mariehamn Airport,MHQ
Mikkeli Airport,MIK
Oulu Airport,OUL
Pori Airport,POR
Rovaniemi Airport,RVN
Savonlinna Airport,SVL
Sein?Ÿ??joki Airport,SJY
Sodankyla Airport,SOT
Tampere-Pirkkala Airport,TMP
Turku Airport,TKU
Utti Air Base,UTI
Vaasa Airport,VAA
Varkaus Airport,VRK
Ylivieska Airfield,YLI
Abu Rudeis Airport,AUE
Belfast International Airport,BFS
St Angelo Airport,ENK
George Best Belfast City Airport,BHD
City of Derry Airport,LDY
Birmingham International Airport,BHX
Coventry Airport,CVT
Gloucestershire Airport,GLO
Sywell Aerodrome,ORM
Nottingham Airport,NQT
Cotswold Airport,GBA
Manchester Airport,MAN
Robin Hood Doncaster Sheffield Airport,DSA
Upavon Aerodrome,UPV
RNAS Yeovilton,YEO
Campbeltown Airport,CAL
Eday Airport,EOI
Fair Isle Airport,FIE
Whalsay Airport,WHS
Coll Airport,COL
North Ronaldsay Airport,NRL
Oban Airport,OBN
Papa Westray Airport,PPW
Stronsay Airport,SOY
Sanday Airport,NDY
Lerwick / Tingwall Airport,LWK
Westray Airport,WRY
Colonsay Airstrip,CSA
Haverfordwest Airport,HAW
Cardiff International Airport,CWL
Swansea Airport,SWS
Bristol Airport,BRS
Liverpool John Lennon Airport,LPL
London Luton Airport,LTN
Land's End Airport,LEQ
St. Mary's Airport,ISC
Bournemouth Airport,BOH
Southampton Airport,SOU
Bembridge Airport,BBP
Newquay Cornwall Airport,NQY
Goodwood Aerodrome,QUG
Alderney Airport,ACI
Guernsey Airport,GCI
Jersey Airport,JER
Shoreham Airport,ESH
London Biggin Hill Airport,BQH
London Gatwick Airport,LGW
Redhill Aerodrome,KRH
London City Airport,LCY
Farnborough Airport,FAB
Blackbushe Airport,BBS
London Heathrow Airport,LHR
Southend Airport,SEN
Lydd Airport,LYX
Carlisle Airport,CAX
Blackpool International Airport,BLK
Humberside Airport,HUY
Barrow Walney Island Airport,BWF
Leeds Bradford Airport,LBA
Warton Aerodrome,WRT
Hawarden Airport,CEG
Isle of Man Airport,IOM
Newcastle Airport,NCL
Durham Tees Valley Airport,MME
East Midlands Airport,EMA
Anglesey Airport,VLY
Kirkwall Airport,KOI
Sumburgh Airport,LSI
Wick Airport,WIC
Aberdeen Dyce Airport,ABZ
Inverness Airport,INV
Glasgow International Airport,GLA
Edinburgh Airport,EDI
Islay Airport,ILY
Glasgow Prestwick Airport,PIK
Benbecula Airport,BEB
Scatsta Airport,SCS
Dundee Airport,DND
Stornoway Airport,SYY
Barra Airport,BRR
Perth/Scone Airport,PSL
Tiree Airport,TRE
Unst Airport,UNT
RAF Kinloss,FSS
RAF Leuchars,ADX
RAF Lossiemouth,LMO
Cambridge Airport,CBG
Norwich International Airport,NWI
London Stansted Airport,STN
Wycombe Air Park,HYC
Exeter International Airport,EXT
Oxford (Kidlington) Airport,OXF
Rochester Airport,RCS
RAF Benson,BEX
RAF Lakenheath,LKZ
RAF Mildenhall,MHZ
RAF Wyton,QUY
RAF Fairford,FFD
RAF Brize Norton,BZZ
RAF Odiham,ODH
RAF Northolt,NHT
RAF Coningsby,QCY
RAF Honington,BEQ
RAF Scampton,SQZ
RAF Linton-On-Ouse,HRT
RAF Waddington,WTN
RAF Marham,KNF
Mount Pleasant Airport,MPN
Amsterdam Airport Schiphol,AMS
Maastricht Aachen Airport,MST
Eindhoven Airport,EIN
Eelde Airport,GRQ
Gilze Rijen Air Base,GLZ
De Kooy Airport,DHR
Lelystad Airport,LEY
Leeuwarden Air Base,LWR
Rotterdam The Hague Airport,RTM
Twente Airport,ENS
Woensdrecht Air Base,WOE
Bantry Aerodrome,BYT
Belmullet Aerodrome,BLY
Connemara Regional Airport,NNR
Cork Airport,ORK
Galway Airport,GWY
Donegal Airport,CFN
Dublin Airport,DUB
Inishmore Aerodrome,IOR
Inisheer Aerodrome,INQ
Kilkenny Airport,KKY
Ireland West Knock Airport,NOC
Kerry Airport,KIR
Letterkenny Airfield,LTR
Inishmaan Aerodrome,IIA
Shannon Airport,SNN
Sligo Airport,SXL
Waterford Airport,WAT
Ejin Banner-Taolai Airport,EJN
Enejit Airport,EJT
Aarhus Airport,AAR
Billund Airport,BLL
Copenhagen Kastrup Airport,CPH
Esbjerg Airport,EBJ
Karup Airport,KRP
L?Ÿ??s?Ÿ?? Airport,BYR
Lolland Falster Maribo Airport,MRW
Odense Airport,ODE
Copenhagen Roskilde Airport,RKE
Bornholm Airport,RNN
S?Ÿ??nderborg Airport,SGD
Sindal Airport,CNL
Skrydstrup Air Base,SKS
Skive Airport,SQW
Thisted Airport,TED
Vagar Airport,FAE
Stauning Airport,STA
Aalborg Airport,AAL
Luxembourg-Findel International Airport,LUX
?Ÿ??lesund Airport,AES
And?Ÿ??ya Airport,ANX
Alta Airport,ALF
F?Ÿ??rde Airport,FDE
Br?Ÿ??nn?Ÿ??ysund Airport,BNN
Bod?Ÿ?? Airport,BOO
Bergen Airport Flesland,BGO
B?Ÿ?tsfjord Airport,BJF
Berlev?Ÿ?g Airport,BVG
Kristiansand Airport,KRS
Geilo Airport Dagali,DLD
Bardufoss Airport,BDU
"Harstad/Narvik Airport, Evenes",EVE
Leirin Airport,VDB
Flor?Ÿ?? Airport,FRO
Oslo Gardermoen Airport,OSL
Stafsberg Airport,HMR
Haugesund Airport,HAU
Hammerfest Airport,HFT
Hasvik Airport,HAA
Valan Airport,HVG
Kautokeino Air Base,QKX
Kristiansund Airport (Kvernberget),KSU
Gol Airport,GLL
Kirkenes Airport (H?Ÿ??ybuktmoen),KKN
Lista Airport,FAN
Leknes Airport,LKN
Mehamn Airport,MEH
Molde Airport,MOL
Mosj?Ÿ??en Airport (Kj?Ÿ??rstad),MJF
Banak Airport,LKL
Narvik Framnes Airport,NVK
Namsos H?Ÿ??knes?Ÿ??ra Airport,OSY
Notodden Airport,NTB
?Ÿ??rland Airport,OLA
"?Ÿ??rsta-Volda Airport, Hovden",HOV
"Mo i Rana Airport, R?Ÿ??ssvoll",MQN
"R?Ÿ??rvik Airport, Ryum",RVK
R?Ÿ??ros Airport,RRS
R?Ÿ??st Airport,RET
"Moss Airport, Rygge",RYG
"Svalbard Airport, Longyear",LYR
Sandane Airport (Anda),SDN
Sogndal Airport,SOG
Svolv?Ÿ??r Helle Airport,SVJ
Stokmarknes Skagen Airport,SKN
Skien Airport,SKE
Stord Airport,SRP
S?Ÿ??rkjosen Airport,SOJ
"Vard?Ÿ?? Airport, Svartnes",VAW
Sandnessj?Ÿ??en Airport (Stokka),SSJ
Troms?Ÿ?? Airport,TOS
"Sandefjord Airport, Torp",TRF
Trondheim Airport V?Ÿ??rnes,TRD
Vads?Ÿ?? Airport,VDS
Stavanger Airport Sola,SVG
Bia????a Podlaska Airfield,BXP
Bydgoszcz Ignacy Jan Paderewski Airport,BZG
Cz????stochowa-Rudniki,CZW
Gda????sk Lech Wa????????sa Airport,GDN
Krak?Ÿ??w John Paul II International Airport,KRK
Koszalin Zegrze Pomorskie,OSZ
Katowice International Airport,KTW
Bielsko-Bialo Kaniow Airfield,QEO
????Ÿ??d???§ W????adys????aw Reymont Airport,LCJ
Modlin Airport,WMI
Oksywie Military Air Base,QYD
Pozna????-???awica Airport,POZ
Radom Airport,RDO
Rzesz?Ÿ??w-Jasionka Airport,RZE
"Szczecin-Goleni?Ÿ??w ""Solidarno????????"" Airport",SZZ
Olsztyn-Mazury Airport,SZY
Warsaw Chopin Airport,WAW
Copernicus Wroc????aw Airport,WRO
Zielona G?Ÿ??ra-Babimost Airport,IEG
Erdenet Airport,ERT
Ronneby Airport,RNB
Gothenburg-Landvetter Airport,GOT
J?Ÿ??nk?Ÿ??ping Airport,JKG
Lidk?Ÿ??ping-Hovby Airport,LDK
Gothenburg City Airport,GSE
Sk?Ÿ??vde Airport,KVB
Trollh?Ÿ??ttan-V?Ÿ??nersborg Airport,THN
Karlskoga Airport,KSK
Mora Airport,MXX
Stockholm Skavsta Airport,NYO
Kristianstad Airport,KID
Oskarshamn Airport,OSK
Kalmar Airport,KLR
Malm?Ÿ?? Sturup Airport,MMX
Halmstad Airport,HAD
V?Ÿ??xj?Ÿ?? Kronoberg Airport,VXO
Sveg Airport,EVG
G?Ÿ??llivare Airport,GEV
Kramfors Sollefte?Ÿ? Airport,KRF
Lycksele Airport,LYC
Sundsvall-H?Ÿ??rn?Ÿ??sand Airport,SDL
?Ÿ??rnsk?Ÿ??ldsvik Airport,OER
Kiruna Airport,KRN
Skellefte?Ÿ? Airport,SFT
Ume?Ÿ? Airport,UME
Vilhelmina Airport,VHM
Arvidsjaur Airport,AJR
S?Ÿ??derhamn Airport,SOO
?Ÿ??re ?Ÿ??stersund Airport,OSD
?Ÿ??rebro Airport,ORB
Hagfors Airport,HFS
Karlstad Airport,KSD
Stockholm V?Ÿ??ster?Ÿ?s Airport,VST
Lule?Ÿ? Airport,LLA
Stockholm-Arlanda Airport,ARN
Stockholm-Bromma Airport,BMA
Borlange Airport,BLE
Hultsfred Airport,HLF
G?Ÿ??vle Sandviken Airport,GVX
Link?Ÿ??ping City Airport,LPI
Norrk?Ÿ??ping Airport,NRK
Torsby Airport,TYF
Eskilstuna Airport,EKT
Visby Airport,VBY
V?Ÿ??stervik Airport,VVK
?Ÿ??ngelholm-Helsingborg Airport,AGH
Storuman Airport,SQO
Idre Airport,IDB
Pajala Airport,PJA
Hemavan Airport,HMV
Geladi Airport,GLC
Shire Inda Selassie Airport,SHC
Spangdahlem Air Base,SPM
Ramstein Air Base,RMS
Fritzlar Army Airfield,FRZ
Flugplatz Kitzingen,KZG
Nordholz Naval Airbase,FCN
Geilenkirchen Air Base,GKE
Rostock-Laage Airport,RLG
Schleswig Air Base,WBG
Wiesbaden Army Airfield,WIE
Ingolstadt Manching Airport,IGS
Daugavpils Intrenational Airport,DGP
Liep???ja International Airport,LPX
Riga International Airport,RIX
Ventspils International Airport,VNT
Kaunas International Airport,KUN
Palanga International Airport,PLQ
Panev????????ys Air Base,PNV
???ÿiauliai International Airport,SQQ
Vilnius International Airport,VNO
Ranger Municipal Airport,RGR
Alexander Bay Airport,ALJ
Aggeneys Airport,AGZ
Alldays Airport,ADY
Bisho Airport,BIY
Bram Fischer International Airport,BFN
Bultfontein Airport,UTE
Arathusa Safari Lodge Airport,ASS
Cradock Airport,CDO
Cape Town International Airport,CPT
Mubatuba Airport,DUK
Zulu Inyala Airport,PZL
Ben Schoeman Airport,ELS
Empangeni Airport,EMG
Ellisras Matimba Airport,ELL
Ficksburg Sentraoes Airport,FCB
Grand Central Airport,GCJ
George Airport,GRJ
Giyani Airport,GIY
Rand Airport,QRA
Hluhluwe Airport,HLW
Harrismith Airport,HRS
Hoedspruit Air Force Base Airport,HDS
P C Pelser Airport,KXE
Kimberley Airport,KIM
Kruger Mpumalanga International Airport,MQP
Komatipoort Airport,KOF
Johan Pienaar Airport,KMH
Kleinsee Airport,KLZ
Lanseria Airport,HLA
Lime Acres Finsch Mine Airport,LMR
Londolozi Airport,LDZ
King Shaka International Airport,DUR
Lusikisiki Airport,LUJ
Louis Trichardt Airport,LCD
Langebaanweg Airport,SDB
Ladysmith Airport,LAY
Malamala Airport,AAM
Margate Airport,MGH
Musina(Messina) Airport,MEZ
Mmabatho International Airport,MBD
Riverside Airport,LLE
Mossel Bay Airport,MZY
Mkuze Airport,MZQ
Newcastle Airport,NCS
Ngala Airport,NGL
Nelspruit Airport,NLP
Overberg Airport,OVG
Oudtshoorn Airport,OUH
OR Tambo International Airport,JNB
Port Alfred Airport,AFD
Port Elizabeth Airport,PLZ
Plettenberg Bay Airport,PBZ
Hendrik Van Eck Airport,PHW
Port St Johns Airport,JOH
Prieska Airport,PRK
Pietermaritzburg Airport,PZB
Pilanesberg International Airport,NTY
Polokwane International Airport,PTG
Potchefstroom Airport,PCF
Queenstown Airport,UTW
Richards Bay Airport,RCB
Reivilo Airport,RVO
Robertson Airport,ROD
Springbok Airport,SBU
Secunda Airport,ZEC
Sabi Sabi Airport,GSS
Sishen Airport,SIS
Skukuza Airport,SZK
Thohoyandou Airport,THY
Thaba Nchu Tar Airport,TCU
Tzaneen Airport,LTA
Prince Mangosuthu Buthelezi Airport,ULD
Pierre Van Ryneveld Airport,UTN
K. D. Matanzima Airport,UTT
Vryburg Airport,VRU
Virginia Airport,VIR
Vredendal Airport,VRE
Vryheid Airport,VYD
Wonderboom Airport,PRY
Waterkloof Air Force Base,WKF
Francistown Airport,FRW
Ghanzi Airport,GNZ
Jwaneng Airport,JWA
Kasane Airport,BBK
Khwai River Lodge Airport,KHW
Lobatse Airport,LOQ
Maun Airport,MUB
Orapa Airport,ORP
Palapye Airport,QPH
Sir Seretse Khama International Airport,GBE
Sua Pan Airport,SXN
Selebi Phikwe Airport,PKW
Savuti Airport,SVT
Shakawe Airport,SWX
Limpopo Valley Airport,TLD
Tshabong Airport,TBY
Maya-Maya Airport,BZV
Djambala Airport,DJM
Kindamba Airport,KNJ
Lague Airport,LCO
Mouyondzi Airport,MUY
Sibiti Airport,SIB
Yokangassi Airport,NKY
Zanaga Airport,ANJ
Mossendjo Airport,MSX
Boundji Airport,BOE
Oyo Ollombo Airport,OLL
Ewo Airport,EWO
Gamboma Airport,GMM
Impfondo Airport,ION
Kelle Airport,KEE
Makoua Airport,MKJ
Owando Airport,FTX
Souanke Airport,SOE
Betou Airport,BTB
Ouesso Airport,OUE
Makabana Airport,KMK
Ngot Nzoungou Airport,DIS
Pointe Noire Airport,PNR
Matsapha Airport,MTS
King Mswati III International Airport,SHO
Fetlar Airport,FEA
Carnot Airport,CRF
Bangui M'Poko International Airport,BGF
Bangassou Airport,BGU
Birao Airport,IRO
Bambari Airport,BBY
N'D?Ÿ??l?Ÿ?? Airport,NDL
Bouar Airport,BOP
Bria Airport,BIV
Bossangoa Airport,BSN
Berb?Ÿ??rati Airport,BBT
Ouadda Airport,ODA
Yalinga Airport,AIG
Zemio Airport,IMO
M'Boki Airport,MKI
Batangafo Airport,BTG
Gordil Airport,GDI
Bakouma Airport,BMF
Ouanda Djall?Ÿ?? Airport,ODJ
Rafa?Ÿ?? Airport,RFA
Bouca Airport,BCF
Bozoum Airport,BOZ
Annob?Ÿ??n Airport,NBN
Bata Airport,BSG
President Obiang Nguema International Airport,GEM
Malabo Airport,SSG
RAF Ascension Island,ASI
St. Helena Airport,HLE
Sir Seewoosagur Ramgoolam International Airport,MRU
Sir Charles Gaetan Duval Airport,RRG
Finschhafen Airport,FIN
Diego Garcia Naval Support Facility,NKW
Nkongsamba Airport,NKS
Kribi Airport,KBI
Tiko Airport,TKC
Douala International Airport,DLA
Mamfe Airport,MMF
Bali Airport,BLC
Ka?Ÿ??l?Ÿ?? Airport,KLE
Batouri Airport,OUR
Yagoua Airport,GXX
Salak Airport,MVR
Foumban Nkounja Airport,FOM
N'Gaound?Ÿ??r?Ÿ?? Airport,NGE
Bertoua Airport,BTA
Garoua International Airport,GOU
Dschang Airport,DSC
Bafoussam Airport,BFX
Bamenda Airport,BPC
Ebolowa Airport,EBW
Yaound?Ÿ?? Airport,YAO
Yaound?Ÿ?? Nsimalen International Airport,NSI
Mbala Airport,MMQ
Chipata Airport,CIP
Jeki Airport,JEK
Kasompe Airport,CGJ
Kalabo Airport,KLB
Kaoma Airport,KMZ
Kasama Airport,KAA
Kasaba Bay Airport,ZKB
Harry Mwanga Nkumbula International Airport,LVI
Lukulu Airport,LXU
Kenneth Kaunda International Airport,LUN
Mansa Airport,MNS
Mfuwe Airport,MFU
Mongu Airport,MNR
Ngoma Airport,ZGM
Simon Mwansa Kapwepwe International Airport,NLA
Royal Zambesi Lodge Airstrip,RYL
Senanga Airport,SXG
Southdowns Airport,KIW
Sesheke Airport,SJQ
Solwesi Airport,SLI
Flat Airport,FLT
Zambezi Airport,BBZ
Ulithi Airport,ULI
Prince Said Ibrahim International Airport,HAH
Moh?Ÿ??li Bandar Es Eslam Airport,NWA
Iconi Airport,YVA
Ouani Airport,AJN
Dzaoudzi Pamandzi International Airport,DZA
Roland Garros Airport,RUN
Pierrefonds Airport,ZSE
Malaimbandy Airport,WML
Antsirabe Airport,ATJ
Antsalova Airport,WAQ
Mahanoro Airport,VVB
Ivato Airport,TNR
Ankavandra Airport,JVA
Belo sur Tsiribihina Airport,BMD
Miandrivazo Airport,ZVA
Maintirano Airport,MXT
Atsinanana Airport,ILK
Morafenobe Airport,TVA
Sainte Marie Airport,SMS
Toamasina Airport,TMM
Tambohorano Airport,WTA
Morondava Airport,MOQ
Tsiroanomandidy Airport,WTS
Vatomandry Airport,VAT
Ambatondrazaka Airport,WAM
Arrachart Airport,DIE
Ankaizina Airport,WBE
Mananara Nord Airport,WMR
Andapa Airport,ZWA
Ambilobe Airport,AMB
Avaratra Airport,WBD
Port Berg?Ÿ?? Airport,WPB
Antsirabato Airport,ANM
Analalava Airport,HVA
Amborovy Airport,MJN
Fascene Airport,NOS
Soalala Airport,DWB
Mampikony Airport,WMP
Besalampy Airport,BPY
Maroantsetra Airport,WMN
Sambava Airport,SVB
Tsaratanana Airport,TTS
Vohimarina Airport,VOH
Ambalabe Airport,WAI
Mandritsara Airport,WMA
Ampampamena Airport,IVA
Antsoa Airport,WBO
Mandabe Airport,WMD
T?Ÿ??lanaro Airport,FTU
Fianarantsoa Airport,WFI
Farafangana Airport,RVA
Ihosy Airport,IHO
Manja Airport,MJA
Manakara Airport,WVK
Bekily Airport,OVA
Mananjary Airport,MNJ
Samangoky Airport,TDV
Morombe Airport,MXM
Toliara Airport,TLE
Vangaindrano Airport,VND
Betioky Airport,BKU
Ampanihy Airport,AMP
Ankazoabo Airport,WAK
Ambriz Airport,AZZ
Mbanza Congo Airport,SSY
Benguela Airport,BUG
Lumbala Airport,GGC
Cabinda Airport,CAB
Cafunfo Airport,CFF
Chitato Airport,PGI
Catumbela Airport,CBT
Cuito Cuanavale Airport,CTI
Camaxilo Airport,CXM
Cazombo Airport,CAV
Dundo Airport,DUE
Fane Airport,FNE
Ngjiva Pereira Airport,VPE
Nova Lisboa Airport,NOV
Kuito Airport,SVP
Lucapa Airport,LBZ
Quatro de Fevereiro Airport,LAD
Luzamba Airport,LZM
Malanje Airport,MEG
Menongue Airport,SPP
Namibe Airport,MSZ
Negage Airport,GXG
Porto Amboim Airport,PBN
Saurimo Airport,VHC
Soyo Airport,SZA
Sumbe Airport,NDD
Luau Airport,UAL
Lubango Airport,SDD
Luena Airport,LUO
Uige Airport,UGO
Waco Kungo Airport,CEO
Xangongo Airport,XGN
N'zeto Airport,ARZ
Nzagi Airport,NZA
Booue Airport,BGB
Ndende Airport,KDN
Fougamou Airport,FOU
M'Bigou Airport,MBC
Moabi Airport,MGX
Ville Airport,KDJ
Koulamoutou Mabimbi Airport,KOU
Mouilla Ville Airport,MJL
Oyem Airport,OYE
Okondja Airport,OKN
Lambarene Airport,LBQ
Minvoul Airport,MVX
Bitam Airport,BMM
Moanda Airport,MFF
Mekambo Airport,MKB
Port Gentil Airport,POG
Omboue Hopital Airport,OMB
Tchongorove Airport,IGE
Makokou Airport,MKU
Libreville Leon M'ba International Airport,LBV
Mitzic Airport,MZC
M'Vengue El Hadj Omar Bongo Ondimba International Airport,MVB
Lastourville Airport,LTL
Sette Cama Airport,ZKM
Tchibanga Airport,TCH
Mayumba Airport,MYB
Foya Airport,FOY
Principe Airport,PCP
S?Ÿ?œo Tom?Ÿ?? International Airport,TMS
Angoche Airport,ANO
Beira Airport,BEW
Cuamba Airport,FXO
Chimoio Airport,VPY
Inhaca Airport,IHC
Inhambane Airport,INH
Lichinga Airport,VXC
Lumbo Airport,LFB
Maputo Airport,MPM
Mueda Airport,MUD
Moc?Ÿ??mboa da Praia Airport,MZB
Nacala Airport,MNC
Nampula Airport,APL
